invoiceNumber,po_id,amount,issue_date,due_date,paid_date,status,late_payment_flag,supplierReference,glAccount,costCenter,invoiceText,postingDate
INV-091e6e25,PO-bd7a4622bf,252.69,2024-12-27T17:53:51,2025-03-27T17:53:51,2025-03-20T17:53:51,paid,False,3566281038158,GL-1002,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-bd7a4622bf,2025-01-06 17:53:51
INV-efbf1cd4,PO-bd7a4622bf,207.53,2024-12-28T17:53:51,2025-03-28T17:53:51,2025-03-25T17:53:51,paid,False,2914609126017,GL-1128,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-bd7a4622bf,2025-01-07 17:53:51
INV-37706067,PO-bdac748357,1799.7,2024-11-30T21:04:05,2025-02-28T21:04:05,2025-03-01T21:04:05,paid,True,9976906687151,GL-1026,CC-158,Invoice for PO PO-bdac748357,2024-12-10 21:04:05
INV-00511aee,PO-bdac748357,1842.58,2024-12-02T21:04:05,2025-03-02T21:04:05,2025-02-24T21:04:05,paid,False,6094924998875,GL-1042,CC-158,Invoice for PO PO-bdac748357,2024-12-03 21:04:05
INV-f8ed6a06,PO-bdac748357,2179.8,2024-11-29T21:04:05,2025-02-27T21:04:05,2025-02-13T21:04:05,paid,False,9479554015630,GL-1157,CC-158,Invoice for PO PO-bdac748357,2024-12-07 21:04:05
INV-0cda55d3,PO-bdb2a0ca19,250000.0,2023-08-01T21:00:39,2023-10-30T21:00:39,2023-11-08T21:00:39,paid,True,3558199339793,GL-1026,CC-143,Invoice for PO PO-bdb2a0ca19,2023-08-08 21:00:39
INV-971bcad0,PO-be68fa4715,98863.24,2023-04-07T20:52:30,2023-06-06T20:52:30,2023-05-25T20:52:30,paid,False,7241957828214,GL-1042,CC-120,Invoice for PO PO-be68fa4715,2023-04-14 20:52:30
INV-0bc618d9,PO-be84d7fa5d,149.92,2024-12-23T07:57:33,2025-02-21T07:57:33,2025-02-17T07:57:33,paid,False,0936194844000,GL-1147,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-be84d7fa5d,2024-12-27 07:57:33
INV-cf4c7e05,PO-be84d7fa5d,171.93,2024-12-27T07:57:33,2025-02-25T07:57:33,2025-03-06T07:57:33,paid,True,2630282570397,GL-1109,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-be84d7fa5d,2025-01-01 07:57:33
INV-d1ccbd58,PO-be84d7fa5d,160.87,2024-12-24T07:57:33,2025-02-22T07:57:33,2025-03-09T07:57:33,paid,True,9716890931690,GL-1198,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-be84d7fa5d,2024-12-30 07:57:33
INV-6345fdf0,PO-bf21347b32,466.05,2024-07-09T19:18:39,2024-09-07T19:18:39,2024-09-08T19:18:39,paid,True,0635599247583,GL-1145,CC-MKT-DY_COOL_2024_001,Invoice for PO PO-bf21347b32,2024-07-16 19:18:39
INV-cd0c086d,PO-bf21347b32,516.11,2024-07-05T19:18:39,2024-09-03T19:18:39,2024-09-02T19:18:39,paid,False,3215115675617,GL-1070,CC-MKT-DY_COOL_2024_001,Invoice for PO PO-bf21347b32,2024-07-07 19:18:39
INV-763dac3a,PO-bf21347b32,495.37,2024-07-08T19:18:39,2024-09-06T19:18:39,2024-08-27T19:18:39,paid,False,6878775480860,GL-1138,CC-MKT-DY_COOL_2024_001,Invoice for PO PO-bf21347b32,2024-07-17 19:18:39
INV-99ff4966,PO-bf2b3dfe3d,18833.77,2024-06-15T20:35:37,2024-09-13T20:35:37,2024-09-12T20:35:37,paid,False,8328573933313,GL-1142,CC-179,Invoice for PO PO-bf2b3dfe3d,2024-06-21 20:35:37
INV-8cc68d79,PO-bf2b3dfe3d,20210.05,2024-06-16T20:35:37,2024-09-14T20:35:37,2024-10-12T20:35:37,paid,True,2928178308330,GL-1063,CC-179,Invoice for PO PO-bf2b3dfe3d,2024-06-22 20:35:37
INV-89dd68a4,PO-bf2b3dfe3d,23650.23,2024-06-19T20:35:37,2024-09-17T20:35:37,2024-09-04T20:35:37,paid,False,9590283962313,GL-1073,CC-179,Invoice for PO PO-bf2b3dfe3d,2024-06-21 20:35:37
INV-1ff2b20d,PO-bf929018f9,201337.3,2023-12-31T20:50:46,2024-03-30T20:50:46,,overdue,False,7304183243920,GL-1132,CC-149,Invoice for PO PO-bf929018f9,2024-01-08 20:50:46
INV-62cee1f7,PO-bfe8e433c7,926.38,2024-08-15T03:55:42,2024-11-13T03:55:42,2024-11-03T03:55:42,paid,False,3778755081526,GL-1014,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-bfe8e433c7,2024-08-25 03:55:42
INV-36697534,PO-bfe8e433c7,1009.85,2024-08-15T03:55:42,2024-11-13T03:55:42,2024-11-11T03:55:42,paid,False,2354044962700,GL-1103,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-bfe8e433c7,2024-08-17 03:55:42
INV-a2d4fdba,PO-bfe8e433c7,1063.77,2024-08-18T03:55:42,2024-11-16T03:55:42,2024-12-08T03:55:42,paid,True,5297622188192,GL-1150,CC-MKT-EM_BEDSET_2024_001,Invoice for PO PO-bfe8e433c7,2024-08-22 03:55:42
INV-2d3eed05,PO-c042423ac8,169.25,2024-06-13T09:43:06,2024-08-12T09:43:06,2024-08-03T09:43:06,paid,False,6196600741314,GL-1055,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-c042423ac8,2024-06-19 09:43:06
INV-16b97504,PO-c042423ac8,187.76,2024-06-09T09:43:06,2024-08-08T09:43:06,2024-07-24T09:43:06,paid,False,2324508621511,GL-1176,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-c042423ac8,2024-06-14 09:43:06
INV-ab515026,PO-c051176a65,25496.88,2023-02-18T20:56:48,2023-03-20T20:56:48,2023-03-07T20:56:48,paid,False,0994624614227,GL-1040,CC-164,Invoice for PO PO-c051176a65,2023-02-22 20:56:48
INV-e46bb513,PO-c051176a65,28435.75,2023-02-19T20:56:48,2023-03-21T20:56:48,2023-03-17T20:56:48,paid,False,1066634965640,GL-1107,CC-164,Invoice for PO PO-c051176a65,2023-02-24 20:56:48
INV-e14511f9,PO-c051176a65,28141.17,2023-02-22T20:56:48,2023-03-24T20:56:48,2023-03-11T20:56:48,paid,False,3327552605253,GL-1028,CC-164,Invoice for PO PO-c051176a65,2023-02-24 20:56:48
INV-8b60ab61,PO-c0a0d71a5b,4492.31,2023-10-28T20:46:14,2024-01-26T20:46:14,2024-02-20T20:46:14,paid,True,3151169857817,GL-1198,CC-165,Invoice for PO PO-c0a0d71a5b,2023-11-07 20:46:14
INV-e7812d76,PO-c0a0d71a5b,3966.9,2023-10-29T20:46:14,2024-01-27T20:46:14,2024-01-19T20:46:14,paid,False,0431521220897,GL-1025,CC-165,Invoice for PO PO-c0a0d71a5b,2023-11-08 20:46:14
INV-8f4fea17,PO-c121cfe826,8206.27,2025-05-30T20:55:19,2025-07-29T20:55:19,,overdue,False,6683254416465,GL-1038,CC-140,Invoice for PO PO-c121cfe826,2025-06-04 20:55:19
INV-6f904741,PO-c2b0d48904,42227.48,2023-11-29T20:54:11,2023-12-29T20:54:11,,overdue,False,6129581847218,GL-1030,CC-166,Invoice for PO PO-c2b0d48904,2023-12-02 20:54:11
INV-35e3fb10,PO-c2b0d48904,40488.61,2023-12-01T20:54:11,2023-12-31T20:54:11,2024-01-26T20:54:11,paid,True,4557827872953,GL-1166,CC-166,Invoice for PO PO-c2b0d48904,2023-12-08 20:54:11
INV-b834c4d0,PO-c2f4702323,250000.0,2023-07-01T20:38:21,2023-08-30T20:38:21,2023-08-24T20:38:21,paid,False,3343238407249,GL-1174,CC-154,Invoice for PO PO-c2f4702323,2023-07-10 20:38:21
INV-f9f1702b,PO-c2ffa699de,29375.18,2025-10-25T20:59:20,2026-01-23T20:59:20,2026-01-21T20:59:20,paid,False,0571810253875,GL-1167,CC-148,Invoice for PO PO-c2ffa699de,2025-10-28 20:59:20
INV-359168e2,PO-c2ffa699de,27481.66,2025-10-25T20:59:20,2026-01-23T20:59:20,2026-01-10T20:59:20,paid,False,2126911244185,GL-1059,CC-148,Invoice for PO PO-c2ffa699de,2025-11-01 20:59:20
INV-33e183b6,PO-c32d167db1,4585.61,2024-03-04T21:31:06,2024-06-02T21:31:06,2024-05-26T21:31:06,paid,False,6883456640921,GL-1022,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-c32d167db1,2024-03-07 21:31:06
INV-efdf1803,PO-c32d167db1,5414.39,2024-03-06T21:31:06,2024-06-04T21:31:06,2024-06-24T21:31:06,paid,True,6332044310741,GL-1033,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-c32d167db1,2024-03-08 21:31:06
INV-9dfefad6,PO-c3c9dd3093,44876.59,2024-07-19T20:48:07,2024-10-17T20:48:07,,overdue,False,5486714573187,GL-1083,CC-122,Invoice for PO PO-c3c9dd3093,2024-07-21 20:48:07
INV-54bff22c,PO-c3c9dd3093,48677.97,2024-07-20T20:48:07,2024-10-18T20:48:07,2024-10-07T20:48:07,paid,False,1587730004915,GL-1106,CC-122,Invoice for PO PO-c3c9dd3093,2024-07-28 20:48:07
INV-11f31e14,PO-c3f386573b,48305.53,2023-07-21T20:49:18,2023-09-19T20:49:18,2023-09-08T20:49:18,paid,False,8611614936733,GL-1185,CC-131,Invoice for PO PO-c3f386573b,2023-07-22 20:49:18
INV-834dbc33,PO-c3f6955007,10000.0,2024-12-10T08:43:22,2025-01-09T08:43:22,2025-01-05T08:43:22,paid,False,1419198365201,GL-1031,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-c3f6955007,2024-12-14 08:43:22
INV-0bcb7acb,PO-c4dd075bd3,254.97,2024-05-20T04:24:48,2024-07-19T04:24:48,2024-07-13T04:24:48,paid,False,2567241681705,GL-1020,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-c4dd075bd3,2024-05-22 04:24:48
INV-9d20b901,PO-c4dd075bd3,272.56,2024-05-21T04:24:48,2024-07-20T04:24:48,2024-07-05T04:24:48,paid,False,6295169061441,GL-1013,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-c4dd075bd3,2024-05-23 04:24:48
INV-103cdefd,PO-c4dd075bd3,317.21,2024-05-21T04:24:48,2024-07-20T04:24:48,2024-07-14T04:24:48,paid,False,3833165641644,GL-1071,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-c4dd075bd3,2024-05-26 04:24:48
INV-e4b1aaf5,PO-c545f042eb,55105.3,2025-01-04T21:00:26,2025-04-04T21:00:26,2025-03-21T21:00:26,paid,False,0711287679123,GL-1164,CC-146,Invoice for PO PO-c545f042eb,2025-01-08 21:00:26
INV-429074ea,PO-c545f042eb,56186.87,2025-01-02T21:00:26,2025-04-02T21:00:26,2025-03-24T21:00:26,paid,False,6459455598282,GL-1029,CC-146,Invoice for PO PO-c545f042eb,2025-01-07 21:00:26
INV-52a1878b,PO-c545f042eb,50049.64,2025-01-02T21:00:26,2025-04-02T21:00:26,2025-03-27T21:00:26,paid,False,7833814281500,GL-1068,CC-146,Invoice for PO PO-c545f042eb,2025-01-03 21:00:26
INV-2625dc81,PO-c5e790b4b0,2344.4,2024-11-18T02:23:26,2025-02-16T02:23:26,2025-02-14T02:23:26,paid,False,8955935933881,GL-1178,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-c5e790b4b0,2024-11-19 02:23:26
INV-800e296f,PO-c5e790b4b0,1922.6,2024-11-17T02:23:26,2025-02-15T02:23:26,2025-02-13T02:23:26,paid,False,8670583728251,GL-1021,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-c5e790b4b0,2024-11-23 02:23:26
INV-f1e7c3db,PO-c64a4a1be2,2103.33,2024-12-18T17:30:11,2025-01-17T17:30:11,2025-01-12T17:30:11,paid,False,9489704433603,GL-1125,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-c64a4a1be2,2024-12-23 17:30:11
INV-7cd54861,PO-c64a4a1be2,1906.09,2024-12-20T17:30:11,2025-01-19T17:30:11,2025-01-13T17:30:11,paid,False,3730291747755,GL-1006,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-c64a4a1be2,2024-12-24 17:30:11
INV-0d72005e,PO-c6c24ea147,925.0,2024-11-24T07:39:09,2025-02-22T07:39:09,2025-02-21T07:39:09,paid,False,6986572224300,GL-1182,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-c6c24ea147,2024-11-27 07:39:09
INV-1fb0b7c7,PO-c6da36a6c2,721.09,2024-12-01T17:30:18,2025-03-01T17:30:18,2025-02-21T17:30:18,paid,False,0564175925839,GL-1055,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-c6da36a6c2,2024-12-02 17:30:18
INV-5c9b0e40,PO-c6da36a6c2,635.95,2024-12-04T17:30:18,2025-03-04T17:30:18,2025-02-25T17:30:18,paid,False,3695308883249,GL-1121,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-c6da36a6c2,2024-12-13 17:30:18
INV-e7b6cf6a,PO-c6da36a6c2,642.95,2024-12-03T17:30:18,2025-03-03T17:30:18,2025-02-17T17:30:18,paid,False,5513513058765,GL-1137,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-c6da36a6c2,2024-12-09 17:30:18
INV-8c49b521,PO-c724c266e6,6048.07,2024-04-01T20:04:27,2024-05-31T20:04:27,2024-05-28T20:04:27,paid,False,1169247312075,GL-1159,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-c724c266e6,2024-04-02 20:04:27
INV-3faecaaa,PO-c724c266e6,6028.07,2024-04-01T20:04:27,2024-05-31T20:04:27,2024-06-23T20:04:27,paid,True,9920266593171,GL-1043,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-c724c266e6,2024-04-06 20:04:27
INV-73ec1060,PO-c724c266e6,7923.86,2024-04-02T20:04:27,2024-06-01T20:04:27,2024-05-17T20:04:27,paid,False,6895271796806,GL-1032,CC-MKT-ADIDAS_UL_001,Invoice for PO PO-c724c266e6,2024-04-11 20:04:27
INV-06da41bd,PO-c8064ae60a,1001.59,2024-09-01T20:52:30,2024-11-30T20:52:30,2024-11-20T20:52:30,paid,False,4411080364047,GL-1167,CC-124,Invoice for PO PO-c8064ae60a,2024-09-09 20:52:30
INV-d794fc82,PO-c8064ae60a,990.88,2024-08-31T20:52:30,2024-11-29T20:52:30,2024-11-19T20:52:30,paid,False,7432931050077,GL-1151,CC-124,Invoice for PO PO-c8064ae60a,2024-09-01 20:52:30
INV-eaea131d,PO-c8064ae60a,754.79,2024-09-03T20:52:30,2024-12-02T20:52:30,2024-11-18T20:52:30,paid,False,7987696742007,GL-1143,CC-124,Invoice for PO PO-c8064ae60a,2024-09-07 20:52:30
INV-c4377068,PO-c8135520ba,549.61,2024-08-20T09:00:34,2024-11-18T09:00:34,2024-11-07T09:00:34,paid,False,6780259360981,GL-1024,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-c8135520ba,2024-08-24 09:00:34
INV-7d661435,PO-c8135520ba,630.09,2024-08-21T09:00:34,2024-11-19T09:00:34,2024-11-08T09:00:34,paid,False,3360921615231,GL-1168,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-c8135520ba,2024-08-28 09:00:34
INV-e1455631,PO-c92d3e8869,695.03,2024-09-02T13:24:12,2024-12-01T13:24:12,2024-11-21T13:24:12,paid,False,4269850967888,GL-1002,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-c92d3e8869,2024-09-11 13:24:12
INV-9a8a23c3,PO-c92d3e8869,749.37,2024-09-02T13:24:12,2024-12-01T13:24:12,2024-11-26T13:24:12,paid,False,9079546287429,GL-1080,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-c92d3e8869,2024-09-10 13:24:12
INV-0df86591,PO-c95f3f34c6,375.93,2024-09-18T15:37:42,2024-12-17T15:37:42,2024-12-02T15:37:42,paid,False,8652750988682,GL-1066,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-c95f3f34c6,2024-09-20 15:37:42
INV-4da80f40,PO-c95f3f34c6,358.65,2024-09-17T15:37:42,2024-12-16T15:37:42,2025-01-12T15:37:42,paid,True,1298628053310,GL-1164,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-c95f3f34c6,2024-09-18 15:37:42
INV-a7e44497,PO-c95f3f34c6,354.09,2024-09-19T15:37:42,2024-12-18T15:37:42,2024-12-05T15:37:42,paid,False,2748826223484,GL-1020,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-c95f3f34c6,2024-09-22 15:37:42
INV-70851006,PO-c9a256361e,687.4,2024-08-16T17:03:44,2024-10-15T17:03:44,2024-10-06T17:03:44,paid,False,3431238459099,GL-1188,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-c9a256361e,2024-08-19 17:03:44
INV-80493110,PO-c9a256361e,590.72,2024-08-15T17:03:44,2024-10-14T17:03:44,2024-10-05T17:03:44,paid,False,0832729000692,GL-1028,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-c9a256361e,2024-08-18 17:03:44
INV-064a2291,PO-c9e617d33d,15821.21,2024-04-11T10:37:12,2024-05-11T10:37:12,2024-05-08T10:37:12,paid,False,3259594239090,GL-1092,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-c9e617d33d,2024-04-16 10:37:12
INV-1d237e7c,PO-ca16f88b1f,26455.57,2024-04-01T23:57:37,2024-05-01T23:57:37,2024-05-26T23:57:37,paid,True,3655308663432,GL-1189,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-ca16f88b1f,2024-04-09 23:57:37
INV-6abffd15,PO-cb20b94f04,129758.56,2023-01-13T20:48:04,2023-04-13T20:48:04,2023-05-05T20:48:04,paid,True,0999140139049,GL-1095,CC-175,Invoice for PO PO-cb20b94f04,2023-01-15 20:48:04
INV-701a54a4,PO-cb20b94f04,120241.44,2023-01-12T20:48:04,2023-04-12T20:48:04,2023-04-24T20:48:04,paid,True,4673581234889,GL-1114,CC-175,Invoice for PO PO-cb20b94f04,2023-01-22 20:48:04
INV-cfc89e02,PO-cc30e80046,14124.56,2024-07-06T20:50:48,2024-09-04T20:50:48,2024-08-29T20:50:48,paid,False,4470438254744,GL-1003,CC-122,Invoice for PO PO-cc30e80046,2024-07-15 20:50:48
INV-692878fd,PO-cce3d7d1bc,31678.68,2023-10-19T21:03:01,2024-01-17T21:03:01,2024-01-12T21:03:01,paid,False,1059636095569,GL-1079,CC-165,Invoice for PO PO-cce3d7d1bc,2023-10-28 21:03:01
INV-2bc81729,PO-cce3d7d1bc,29299.04,2023-10-19T21:03:01,2024-01-17T21:03:01,2024-01-10T21:03:01,paid,False,8863487950754,GL-1185,CC-165,Invoice for PO PO-cce3d7d1bc,2023-10-22 21:03:01
INV-f9bce535,PO-cd5f551e84,155.49,2024-06-12T21:58:30,2024-09-10T21:58:30,2024-09-01T21:58:30,paid,False,3373879669270,GL-1055,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-cd5f551e84,2024-06-22 21:58:30
INV-ed805b29,PO-cdef4ff76e,1432.01,2024-09-07T10:43:27,2024-10-07T10:43:27,2024-10-01T10:43:27,paid,False,3391185856740,GL-1079,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-cdef4ff76e,2024-09-15 10:43:27
INV-cd72cf96,PO-cdef4ff76e,1262.46,2024-09-07T10:43:27,2024-10-07T10:43:27,2024-10-01T10:43:27,paid,False,8955096981042,GL-1158,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-cdef4ff76e,2024-09-11 10:43:27
INV-b43e3e91,PO-cdef4ff76e,1305.53,2024-09-06T10:43:27,2024-10-06T10:43:27,2024-10-23T10:43:27,paid,True,6366863056207,GL-1145,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-cdef4ff76e,2024-09-11 10:43:27
INV-c53dfbe0,PO-cdef8b2025,1846.91,2024-12-19T17:59:28,2025-02-17T17:59:28,2025-02-14T17:59:28,paid,False,4237485671784,GL-1024,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-cdef8b2025,2024-12-20 17:59:28
INV-51a94d47,PO-ce9b8cce08,56.52,2024-06-18T16:56:15,2024-09-16T16:56:15,2024-09-11T16:56:15,paid,False,3252218810842,GL-1075,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-ce9b8cce08,2024-06-25 16:56:15
INV-fc717c58,PO-ce9b8cce08,48.26,2024-06-16T16:56:15,2024-09-14T16:56:15,2024-09-08T16:56:15,paid,False,8633647655191,GL-1049,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-ce9b8cce08,2024-06-24 16:56:15
INV-8d9b3020,PO-ce9b8cce08,52.19,2024-06-16T16:56:15,2024-09-14T16:56:15,2024-09-04T16:56:15,paid,False,2016196101702,GL-1189,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-ce9b8cce08,2024-06-19 16:56:15
INV-9553e8f9,PO-cf2254b8a5,1683.65,2024-06-06T16:45:09,2024-08-05T16:45:09,,overdue,False,8503844518707,GL-1047,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-cf2254b8a5,2024-06-14 16:45:09
INV-fea8c18c,PO-cfcf258bef,14536.13,2023-04-06T20:39:41,2023-05-06T20:39:41,2023-05-03T20:39:41,paid,False,7133783186715,GL-1005,CC-130,Invoice for PO PO-cfcf258bef,2023-04-10 20:39:41
INV-3c0723b2,PO-cfcf258bef,14654.44,2023-04-06T20:39:41,2023-05-06T20:39:41,2023-04-22T20:39:41,paid,False,5079997444970,GL-1172,CC-130,Invoice for PO PO-cfcf258bef,2023-04-16 20:39:41
INV-f9fc83ca,PO-cfcf258bef,14544.41,2023-04-07T20:39:41,2023-05-07T20:39:41,2023-05-01T20:39:41,paid,False,5219684191644,GL-1172,CC-130,Invoice for PO PO-cfcf258bef,2023-04-09 20:39:41
INV-c2b1607a,PO-cfd4738191,4245.31,2025-05-20T20:53:04,2025-07-19T20:53:04,2025-07-08T20:53:04,paid,False,3284659636644,GL-1171,CC-128,Invoice for PO PO-cfd4738191,2025-05-30 20:53:04
INV-34c07b39,PO-cfd4738191,3791.69,2025-05-20T20:53:04,2025-07-19T20:53:04,2025-07-08T20:53:04,paid,False,8102491657229,GL-1144,CC-128,Invoice for PO PO-cfd4738191,2025-05-26 20:53:04
INV-3dff5a9a,PO-d036865644,3000.0,2024-06-12T08:52:55,2024-08-11T08:52:55,2024-07-29T08:52:55,paid,False,9919342737608,GL-1189,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-d036865644,2024-06-13 08:52:55
INV-59b28513,PO-d0409fc109,5000.0,2024-09-17T21:08:53,2024-10-17T21:08:53,2024-10-14T21:08:53,paid,False,6175242227219,GL-1197,CC-MKT-EL_AUT_2024_001,Invoice for PO PO-d0409fc109,2024-09-21 21:08:53
INV-fba12607,PO-d1aa1dbd9e,2510.03,2024-04-04T12:24:33,2024-06-03T12:24:33,2024-05-19T12:24:33,paid,False,7500066201784,GL-1139,CC-MKT-ADIDAS_OCR_2024_001,Invoice for PO PO-d1aa1dbd9e,2024-04-09 12:24:33
INV-a8c47083,PO-d1aa1dbd9e,2489.97,2024-04-07T12:24:33,2024-06-06T12:24:33,2024-06-04T12:24:33,paid,False,3892824171564,GL-1049,CC-MKT-ADIDAS_OCR_2024_001,Invoice for PO PO-d1aa1dbd9e,2024-04-16 12:24:33
INV-c9883bf7,PO-d3c6200e01,13.62,2024-05-02T14:02:43,2024-07-31T14:02:43,2024-07-17T14:02:43,paid,False,9380531682120,GL-1194,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-d3c6200e01,2024-05-10 14:02:43
INV-39b20b33,PO-d3c6200e01,14.18,2024-04-28T14:02:43,2024-07-27T14:02:43,2024-07-30T14:02:43,paid,True,2160929580149,GL-1083,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-d3c6200e01,2024-05-03 14:02:43
INV-89491a93,PO-d3c6200e01,14.65,2024-05-02T14:02:43,2024-07-31T14:02:43,2024-07-22T14:02:43,paid,False,4106012901611,GL-1028,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-d3c6200e01,2024-05-08 14:02:43
INV-694d236a,PO-d3fb33fbcc,241.55,2024-05-10T19:44:39,2024-06-09T19:44:39,2024-05-30T19:44:39,paid,False,4399994922761,GL-1021,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-d3fb33fbcc,2024-05-18 19:44:39
INV-31a1c365,PO-d3fb33fbcc,246.89,2024-05-14T19:44:39,2024-06-13T19:44:39,2024-07-05T19:44:39,paid,True,2708504803537,GL-1082,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-d3fb33fbcc,2024-05-16 19:44:39
INV-0606b895,PO-d3fb33fbcc,261.42,2024-05-13T19:44:39,2024-06-12T19:44:39,2024-06-08T19:44:39,paid,False,2716830062429,GL-1199,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-d3fb33fbcc,2024-05-20 19:44:39
INV-01967191,PO-d4571c3dd3,728.26,2025-01-04T13:53:35,2025-02-03T13:53:35,2025-01-27T13:53:35,paid,False,5409893743400,GL-1016,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-d4571c3dd3,2025-01-14 13:53:35
INV-2b2e1a5c,PO-d4571c3dd3,612.83,2025-01-02T13:53:35,2025-02-01T13:53:35,2025-01-26T13:53:35,paid,False,9605503817653,GL-1141,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-d4571c3dd3,2025-01-04 13:53:35
INV-7c41f52d,PO-d4571c3dd3,658.91,2025-01-04T13:53:35,2025-02-03T13:53:35,2025-01-26T13:53:35,paid,False,2648837030999,GL-1111,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-d4571c3dd3,2025-01-06 13:53:35
INV-001978c1,PO-d4c4b50d6f,23.1,2024-07-28T23:16:37,2024-09-26T23:16:37,2024-10-13T23:16:37,paid,True,1901195560937,GL-1117,CC-MKT-DY_COOL_2024_001,Invoice for PO PO-d4c4b50d6f,2024-08-04 23:16:37
INV-1140fb2a,PO-d4c4b50d6f,22.74,2024-07-30T23:16:37,2024-09-28T23:16:37,2024-09-25T23:16:37,paid,False,7649114390282,GL-1160,CC-MKT-DY_COOL_2024_001,Invoice for PO PO-d4c4b50d6f,2024-07-31 23:16:37
INV-3a0053da,PO-d4c4b50d6f,17.38,2024-07-30T23:16:37,2024-09-28T23:16:37,2024-09-13T23:16:37,paid,False,5194588460990,GL-1031,CC-MKT-DY_COOL_2024_001,Invoice for PO PO-d4c4b50d6f,2024-07-31 23:16:37
INV-e3f04481,PO-d4fbdb6768,4598.86,2024-04-25T05:27:08,2024-05-25T05:27:08,2024-05-21T05:27:08,paid,False,5852160313750,GL-1058,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-d4fbdb6768,2024-05-01 05:27:08
INV-3614e95e,PO-d54ef47226,3101.27,2024-09-11T10:01:43,2024-10-11T10:01:43,2024-10-06T10:01:43,paid,False,7561210026370,GL-1019,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-d54ef47226,2024-09-20 10:01:43
INV-900a4537,PO-d54ef47226,2775.3,2024-09-09T10:01:43,2024-10-09T10:01:43,2024-10-03T10:01:43,paid,False,7156192616567,GL-1003,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-d54ef47226,2024-09-17 10:01:43
INV-842a3383,PO-d54ef47226,3083.43,2024-09-12T10:01:43,2024-10-12T10:01:43,,overdue,False,2415812473764,GL-1033,CC-MKT-EM_AUT_2024_001,Invoice for PO PO-d54ef47226,2024-09-22 10:01:43
INV-cc90dad1,PO-d5a947ce75,7522.39,2024-03-30T21:45:35,2024-04-29T21:45:35,2024-04-24T21:45:35,paid,False,6278412203652,GL-1123,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-d5a947ce75,2024-03-31 21:45:35
