riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-7f728941,SUP-6a7eb83b,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6a7eb83b is 0.,Conduct quarterly financial health assessments and diversify funding sources to mitigate supplier financial health risks.,Active
RISK-3f8a7731,SUP-6a7eb83b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6a7eb83b is 0.,Enhance supplier diversity to reduce concentration risks associated with single suppliers.,Active
RISK-365d01ef,SUP-c557f555,Country Risk,15.0,Country Risk for supplier SUP-c557f555 is 15.,Diversify suppliers across multiple countries to reduce dependency on the high-risk country.,Active
RISK-0e5474b9,SUP-c557f555,Single Sourcing Risk,55.0,Single Sourcing Risk for supplier SUP-c557f555 is 55.0.,Develop a contingency plan.,Active
RISK-b221da7e,SUP-c557f555,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c557f555 is 0.,Conduct quarterly financial health assessments and monitor credit ratings to ensure timely payments and maintain positive supplier relationships.,Active
RISK-026fc75e,SUP-c557f555,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c557f555 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-2e184783,SUP-8b03f0a1,Country Risk,15.0,Country Risk for supplier SUP-8b03f0a1 is 15.,Conduct regular political stability assessments and implement local compliance training programs to mitigate the country risk score of 15.,Active
RISK-d2e4a437,SUP-8b03f0a1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8b03f0a1 is 0.,Diversify suppliers to reduce reliance on single sources and enhance supply chain resilience.,Active
RISK-38d3c052,SUP-8b03f0a1,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8b03f0a1 is 0.,Maintain regular financial health assessments to ensure the supplier's solvency remains above the industry benchmark.,Active
RISK-01226c7f,SUP-8b03f0a1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8b03f0a1 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-b94270a4,SUP-4c6fe3ea,Country Risk,0.0,Country Risk for supplier SUP-4c6fe3ea is 0.,Enhance local compliance monitoring to address potential country risks.,Active
RISK-eb7aa2be,SUP-4c6fe3ea,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4c6fe3ea is 0.,Develop a contingency plan.,Active
RISK-abdec51e,SUP-4c6fe3ea,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4c6fe3ea is 0.,Enhance financial health assessments by implementing regular audits and stress tests to identify potential liquidity issues early.,Active
RISK-e9c33756,SUP-4c6fe3ea,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4c6fe3ea is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-280c3ed3,SUP-d80100a8,Country Risk,15.0,Country Risk for supplier SUP-d80100a8 is 15.,Implement strict due diligence on local regulations and political stability before engaging with suppliers in the identified country.,Active
RISK-b2facd9d,SUP-d80100a8,Single Sourcing Risk,40.0,Single Sourcing Risk for supplier SUP-d80100a8 is 40.0.,Diversify suppliers to reduce dependency on single sources and enhance supply chain resilience.,Active
RISK-eae8c17e,SUP-d80100a8,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-d80100a8 is 0.,Conduct quarterly financial health assessments on suppliers to ensure they maintain healthy cash flow and solvency.,Active
RISK-5e5ce3e7,SUP-d80100a8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d80100a8 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-16b85995,SUP-64958b7f,Country Risk,0.0,Country Risk for supplier SUP-64958b7f is 0.,Conduct regular audits to assess the supplier's compliance with local regulations and business practices in the country.,Active
RISK-158c4ac3,SUP-64958b7f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-64958b7f is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-d04b6f19,SUP-64958b7f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-64958b7f is 0.,Conduct quarterly financial health assessments to identify early warning signs of potential risks.,Active
RISK-d0018970,SUP-64958b7f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-64958b7f is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-d431da2e,SUP-b17dbe12,Country Risk,0.0,Country Risk for supplier SUP-b17dbe12 is 0.,Develop a contingency plan.,Active
RISK-b5f1bb97,SUP-b17dbe12,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b17dbe12 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-878d4c70,SUP-b17dbe12,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b17dbe12 is 0.,Conduct quarterly financial health reviews and maintain diversified supply base to mitigate financial health risks.,Active
RISK-0cb26041,SUP-b17dbe12,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b17dbe12 is 0.,Implement real-time spend monitoring to proactively identify concentration risks across suppliers.,Active
RISK-fb20003b,SUP-20d9b276,Country Risk,0.0,Country Risk for supplier SUP-20d9b276 is 0.,Monitor political stability and regulatory changes in the country to ensure continued compliance and mitigate any potential risks.,Active
RISK-04d83eba,SUP-20d9b276,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-20d9b276 is 0.,Develop a contingency plan.,Active
RISK-3792af8b,SUP-20d9b276,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-20d9b276 is 0.,Conduct quarterly financial health assessments on the supplier to ensure liquidity and solvency.,Active
RISK-91502c81,SUP-20d9b276,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-20d9b276 is 0.,Develop a contingency plan.,Active
RISK-d99b0f9b,SUP-0b9f700f,Country Risk,15.0,Country Risk for supplier SUP-0b9f700f is 15.,Enhance due diligence on local regulations and political stability before expanding operations in the high-risk country.,Active
RISK-f7fef339,SUP-0b9f700f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0b9f700f is 0.,Diversify suppliers to reduce dependency on single sources and enhance resilience.,Active
RISK-743f381d,SUP-0b9f700f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-0b9f700f is 10.,Conduct quarterly financial health assessments and diversify supply sources to mitigate the high financial health risk score of 10.,Active
RISK-473d7560,SUP-0b9f700f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0b9f700f is 0.,Diversify vendor base to spread financial exposure and reduce concentration risk.,Active
RISK-67d46d8f,SUP-0093bdd6,Country Risk,15.0,Country Risk for supplier SUP-0093bdd6 is 15.,Conduct thorough country risk assessments before entering partnerships in high-risk countries.,Active
RISK-9cfe61ba,SUP-0093bdd6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0093bdd6 is 0.,Diversify the supply chain to reduce reliance on any single supplier.,Active
RISK-1e33e2ed,SUP-0093bdd6,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-0093bdd6 is 25.,Conduct quarterly financial health assessments and diversify supply sources to reduce exposure.,Active
RISK-9d3910ea,SUP-0093bdd6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0093bdd6 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-4fe57fed,SUP-0b59c0fe,Country Risk,15.0,Country Risk for supplier SUP-0b59c0fe is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with international standards and regulations.,Active
RISK-9198276d,SUP-0b59c0fe,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0b59c0fe is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-b9d1b0b8,SUP-0b59c0fe,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0b59c0fe is 0.,Develop a contingency plan.,Active
RISK-e5750d18,SUP-0b59c0fe,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0b59c0fe is 0.,Develop a contingency plan.,Active
RISK-4be13adb,SUP-ba8d5db2,Country Risk,15.0,Country Risk for supplier SUP-ba8d5db2 is 15.,Conduct regular geopolitical assessments to monitor country risk scores above 15 and diversify supply chain sources.,Active
RISK-b05af641,SUP-ba8d5db2,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ba8d5db2 is 0.,Diversify the procurement sources to reduce dependency on a single supplier and enhance supply chain resilience.,Active
RISK-fe3e20ed,SUP-ba8d5db2,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ba8d5db2 is 0.,Conduct quarterly financial health assessments of suppliers to identify any indicators of declining financial stability and ensure timely renegotiation or alternative sourcing strategies.,Active
RISK-3a37d4ca,SUP-ba8d5db2,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ba8d5db2 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-448070cb,SUP-1a87614c,Country Risk,15.0,Country Risk for supplier SUP-1a87614c is 15.,Enhance local governance oversight and implement robust compliance monitoring systems to address the high country risk score.,Active
RISK-2f45ecf3,SUP-1a87614c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1a87614c is 0.,Develop a contingency plan.,Active
RISK-6e751ee4,SUP-1a87614c,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-1a87614c is 10.,Conduct regular financial health assessments and diversify supplier base to reduce financial health risks.,Active
RISK-90ee7064,SUP-1a87614c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1a87614c is 0.,Develop a contingency plan.,Active
RISK-c08ebd60,SUP-cc58e46c,Country Risk,15.0,Country Risk for supplier SUP-cc58e46c is 15.,Conduct regular audits on suppliers operating in countries rated at high risk to ensure compliance with ethical business practices and regulatory standards.,Active
RISK-b7402846,SUP-cc58e46c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cc58e46c is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-fce333fc,SUP-cc58e46c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cc58e46c is 0.,Conduct quarterly financial health reviews of suppliers to ensure they maintain stable cash flow and credit ratings.,Active
RISK-b5b163bd,SUP-cc58e46c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cc58e46c is 0.,Diversify procurement across multiple suppliers to reduce concentration risk.,Active
RISK-c3d1b743,SUP-3cc5caef,Country Risk,0.0,Country Risk for supplier SUP-3cc5caef is 0.,Enhance oversight of local regulatory compliance and diversify supply chain to reduce exposure.,Active
RISK-00f78f11,SUP-3cc5caef,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-3cc5caef is 0.,Develop a contingency plan.,Active
RISK-596eba0c,SUP-3cc5caef,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-3cc5caef is 10.,Conduct regular financial health assessments and diversify supplier base to reduce reliance on any single entity.,Active
RISK-a4881f2f,SUP-3cc5caef,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-3cc5caef is 0.,Implement real-time monitoring and quarterly reviews to ensure spend concentration risks remain below the threshold.,Active
RISK-8f99be61,SUP-67158420,Country Risk,0.0,Country Risk for supplier SUP-67158420 is 0.,Conduct regular geopolitical assessments and diversify supply chain to mitigate country risk.,Active
RISK-3ea4ca0f,SUP-67158420,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-67158420 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-4d8e68fa,SUP-67158420,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-67158420 is 25.,Conduct quarterly financial health assessments and diversify supply chain by engaging multiple suppliers to reduce reliance on any single vendor.,Active
RISK-6800723d,SUP-67158420,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-67158420 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-c1a990cd,SUP-363f7c0d,Country Risk,15.0,Country Risk for supplier SUP-363f7c0d is 15.,"Conduct regular assessments of local regulations, political stability, and economic conditions to identify potential risks and develop contingency plans.",Active
RISK-708b6532,SUP-363f7c0d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-363f7c0d is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-e26ba845,SUP-363f7c0d,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-363f7c0d is 25.,Conduct quarterly financial health assessments and diversify supply base to reduce dependency on high-risk suppliers.,Active
RISK-a40fb371,SUP-363f7c0d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-363f7c0d is 0.,Implement robust spend monitoring to identify concentration risks promptly and ensure timely corrective actions.,Active
RISK-9581eb2e,SUP-6667cf1d,Country Risk,15.0,Country Risk for supplier SUP-6667cf1d is 15.,Conduct regular audits and diversify supply chain to mitigate country risk scoring 15.,Active
RISK-13791b7e,SUP-6667cf1d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6667cf1d is 0.,Develop a contingency plan.,Active
RISK-6c43d116,SUP-6667cf1d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6667cf1d is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain strong credit ratings and stable cash flows.,Active
RISK-04c887da,SUP-6667cf1d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6667cf1d is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-ea4b74a0,SUP-6b7f0f79,Country Risk,15.0,Country Risk for supplier SUP-6b7f0f79 is 15.,Conduct comprehensive due diligence on suppliers in high-risk countries to assess their compliance with international standards and implement diversified sourcing strategies.,Active
RISK-00460cee,SUP-6b7f0f79,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6b7f0f79 is 0.,Develop a contingency plan.,Active
RISK-c92f477f,SUP-6b7f0f79,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6b7f0f79 is 0.,Conduct quarterly financial health assessments to identify early warning signs.,Active
RISK-d6ae7d83,SUP-6b7f0f79,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6b7f0f79 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-1bf67d76,SUP-a6a6178e,Country Risk,0.0,Country Risk for supplier SUP-a6a6178e is 0.,Conduct regular geopolitical assessments to monitor country risks and update business strategies accordingly.,Active
RISK-a4ff5b22,SUP-a6a6178e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-a6a6178e is 0.,Develop a contingency plan.,Active
RISK-c9c0bcc1,SUP-a6a6178e,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-a6a6178e is 10.,Conduct thorough financial health assessments and diversify supplier base to reduce reliance on any single entity.,Active
RISK-947705b9,SUP-a6a6178e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a6a6178e is 0.,Diversify procurement across multiple suppliers to reduce concentration risk.,Active
RISK-6ee949e6,SUP-c90450b4,Country Risk,15.0,Country Risk for supplier SUP-c90450b4 is 15.,Conduct regular country risk assessments and establish local partnerships to monitor and mitigate potential risks.,Active
RISK-2a204639,SUP-c90450b4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c90450b4 is 0.,"Diversify the supplier base to reduce reliance on a single source, thereby minimizing risks associated with potential disruptions.",Active
RISK-a0ce115e,SUP-c90450b4,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-c90450b4 is 10.,Conduct quarterly financial health reviews and diversify vendor base to reduce reliance on any single supplier.,Active
RISK-42b38053,SUP-c90450b4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c90450b4 is 0.,Implement robust spending controls and regular audits to ensure compliance and reduce concentration risks.,Active
RISK-0fa676e6,SUP-f4ae8ef6,Country Risk,15.0,Country Risk for supplier SUP-f4ae8ef6 is 15.,Conduct thorough due diligence on local regulations and enforce strict compliance measures to mitigate country risks associated with a rating of 15.,Active
RISK-8b82dcd7,SUP-f4ae8ef6,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f4ae8ef6 is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-98b474a2,SUP-f4ae8ef6,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-f4ae8ef6 is 10.,Conduct thorough financial health assessments and credit checks on suppliers before entering into contracts to mitigate the high financial health risk.,Active
RISK-b6a265c2,SUP-f4ae8ef6,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f4ae8ef6 is 0.,Diversify procurement sources to reduce spend concentration risk.,Active
RISK-c6be6713,SUP-d592ad64,Country Risk,15.0,Country Risk for supplier SUP-d592ad64 is 15.,Increase diversification of suppliers to reduce dependency on the high-risk country.,Active
RISK-eac0a225,SUP-d592ad64,Single Sourcing Risk,32.5,Single Sourcing Risk for supplier SUP-d592ad64 is 32.5.,Diversify suppliers to reduce dependency on single sources and enhance supply chain resilience.,Active
RISK-eebed9bc,SUP-d592ad64,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-d592ad64 is 0.,Conduct quarterly financial health assessments on suppliers to ensure continued solvency and adherence to payment terms.,Active
RISK-4fcc73c8,SUP-d592ad64,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d592ad64 is 0.,Diversify suppliers to reduce dependency on single vendors and implement regular spending reviews.,Active
RISK-ec2326e9,SUP-bf59cdda,Country Risk,15.0,Country Risk for supplier SUP-bf59cdda is 15.,Implement diversified sourcing from multiple countries to reduce dependency on high-risk country exposure.,Active
RISK-e13b89ee,SUP-bf59cdda,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-bf59cdda is 0.,Diversify the supplier base to reduce dependency on any single source.,Active
RISK-75cb1220,SUP-bf59cdda,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-bf59cdda is 0.,Conduct regular credit assessments and monitor financial statements to ensure timely payments.,Active
RISK-42aece2d,SUP-bf59cdda,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-bf59cdda is 0.,Implement quarterly spend concentration reviews to ensure financial exposure remains within acceptable limits.,Active
RISK-7d56146a,SUP-d8196062,Country Risk,0.0,Country Risk for supplier SUP-d8196062 is 0.,Conduct regular geopolitical assessments to identify potential risks.,Active
RISK-e6cb62a0,SUP-d8196062,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d8196062 is 0.,"Diversify suppliers to reduce dependency on single sources, thereby minimizing the impact of any potential disruptions or failures.",Active
RISK-c8e424ae,SUP-d8196062,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-d8196062 is 10.,Conduct quarterly financial health assessments and enforce stricter credit limits on suppliers scoring below 5 to mitigate high-risk financial exposures.,Active
RISK-1967f4e7,SUP-d8196062,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d8196062 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-2db76df1,SUP-ba5c016c,Country Risk,0.0,Country Risk for supplier SUP-ba5c016c is 0.,Conduct regular country risk assessments and implement diversified sourcing strategies to reduce dependency on high-risk regions.,Active
RISK-e808c93f,SUP-ba5c016c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ba5c016c is 0.,Develop a contingency plan.,Active
RISK-70dc4d1a,SUP-ba5c016c,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-ba5c016c is 25.,Conduct quarterly credit checks and establish multiple payment terms to reduce financial health risks associated with the supplier.,Active
RISK-e63c701d,SUP-ba5c016c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ba5c016c is 0.,Implement robust spend monitoring tools to identify concentration risks and ensure timely payment terms negotiations.,Active
RISK-dc9fe2bf,SUP-b81464d7,Country Risk,15.0,Country Risk for supplier SUP-b81464d7 is 15.,Conduct regular country risk assessments to monitor the political stability and regulatory environment in high-risk countries.,Active
RISK-d5c4a2a4,SUP-b81464d7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b81464d7 is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-41fb15a1,SUP-b81464d7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b81464d7 is 0.,Conduct quarterly financial health assessments on suppliers to ensure stable cash flow and strong credit ratings.,Active
RISK-d56e3999,SUP-b81464d7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b81464d7 is 0.,Implement quarterly spend reviews to identify concentration risks.,Active
RISK-a8f06def,SUP-66a3286d,Country Risk,15.0,Country Risk for supplier SUP-66a3286d is 15.,Conduct regular country risk assessments and implement diversification strategies to mitigate the impact of high country risk scores on supplier operations.,Active
RISK-42640081,SUP-66a3286d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-66a3286d is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-2b13fa14,SUP-66a3286d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-66a3286d is 0.,Monitor supplier's financial health quarterly to ensure no deterioration beyond the acceptable threshold.,Active
RISK-50ab0e51,SUP-66a3286d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-66a3286d is 0.,Diversify spending across multiple suppliers to reduce concentration risk.,Active
RISK-c86ef67b,SUP-4fcbf305,Country Risk,15.0,Country Risk for supplier SUP-4fcbf305 is 15.,"Implement comprehensive due diligence and ongoing monitoring processes to address the high country risk score of 15, including regular assessments and contingency planning.",Active
RISK-40c2f657,SUP-4fcbf305,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4fcbf305 is 0.,Implement dual sourcing strategy to reduce dependency on single suppliers.,Active
RISK-045ae1b2,SUP-4fcbf305,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4fcbf305 is 0.,Conduct quarterly financial health reviews to ensure the supplier maintains strong liquidity ratios.,Active
RISK-82bb2d22,SUP-4fcbf305,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4fcbf305 is 0.,Diversify suppliers to reduce dependence on any single vendor.,Active
RISK-74dc4be9,SUP-0c353697,Country Risk,30.0,Country Risk for supplier SUP-0c353697 is 30.,Conduct regular audits and implement local compliance measures to address country risks associated with a score of 30.,Active
RISK-0b2c3698,SUP-0c353697,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0c353697 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-5423c9e5,SUP-0c353697,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0c353697 is 0.,Conduct quarterly financial health assessments to identify early signs of deterioration.,Active
RISK-065b6e3f,SUP-0c353697,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0c353697 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-bad4599b,SUP-b4bd4fe1,Country Risk,15.0,Country Risk for supplier SUP-b4bd4fe1 is 15.,Conduct regular assessments to monitor political stability and regulatory changes in the country.,Active
RISK-476622d6,SUP-b4bd4fe1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b4bd4fe1 is 0.,Diversify sourcing from multiple suppliers to reduce dependency on any single provider.,Active
RISK-efdb2564,SUP-b4bd4fe1,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-b4bd4fe1 is 10.,Conduct thorough financial health assessment before onboarding to ensure suppliers maintain strong credit ratings and robust internal controls.,Active
RISK-00ee132e,SUP-b4bd4fe1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b4bd4fe1 is 0.,Implement tiered contract structures to distribute financial exposure evenly across suppliers.,Active
RISK-3c95b928,SUP-de46b701,Country Risk,15.0,Country Risk for supplier SUP-de46b701 is 15.,Conduct regular geopolitical assessments and diversify supply chain to reduce dependency on high-risk countries.,Active
RISK-ce7317ac,SUP-de46b701,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-de46b701 is 0.,Diversify supply base to reduce dependency on single suppliers.,Active
RISK-62a5e1d0,SUP-de46b701,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-de46b701 is 0.,Conduct quarterly financial health assessments of suppliers to identify potential risks early and ensure timely remediation.,Active
RISK-1127c4a9,SUP-de46b701,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-de46b701 is 0.,Review and diversify spend distribution across suppliers to reduce concentration risk.,Active
RISK-e11d3c8d,SUP-7210a52f,Country Risk,15.0,Country Risk for supplier SUP-7210a52f is 15.,Diversify supply chain to include suppliers from countries with lower risk scores.,Active
RISK-5cef31f9,SUP-7210a52f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7210a52f is 0.,Develop a contingency plan.,Active
RISK-aba1e837,SUP-7210a52f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7210a52f is 0.,"Conduct quarterly financial health assessments to monitor the supplier's liquidity, solvency, and profitability.",Active
RISK-d2319246,SUP-7210a52f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7210a52f is 0.,Implement diversified vendor base to reduce spend concentration risk.,Active
RISK-227c18ff,SUP-7da5d1cd,Country Risk,15.0,Country Risk for supplier SUP-7da5d1cd is 15.,Conduct a thorough review of the supplier's compliance with local regulations and engage in regular audits to ensure adherence to ethical business practices.,Active
RISK-946a9f57,SUP-7da5d1cd,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7da5d1cd is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-f9f4c82b,SUP-7da5d1cd,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7da5d1cd is 0.,Conduct regular financial health assessments and due diligence checks on suppliers to ensure their financial stability and mitigate any potential risks.,Active
RISK-1b4d8afa,SUP-7da5d1cd,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7da5d1cd is 0.,Review quarterly spending patterns to identify concentration risks and implement diversification strategies across suppliers.,Active
RISK-0f167878,SUP-90e01fcb,Country Risk,15.0,Country Risk for supplier SUP-90e01fcb is 15.,Conduct regular country risk assessments to identify potential risks in the supplier's operating environment and implement targeted risk management strategies to mitigate these risks effectively.,Active
RISK-6df33186,SUP-90e01fcb,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-90e01fcb is 0.,Diversify supplier base to reduce dependency on single source.,Active
RISK-f04d8e7f,SUP-90e01fcb,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-90e01fcb is 25.,Conduct quarterly financial health reviews and stress tests to ensure the supplier maintains strong liquidity and solvency.,Active
RISK-6de6e1ef,SUP-90e01fcb,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-90e01fcb is 0.,Implement a diversified purchasing strategy to reduce dependence on any single supplier.,Active
RISK-0b7c2119,SUP-aa593ab7,Country Risk,0.0,Country Risk for supplier SUP-aa593ab7 is 0.,Conduct regular country risk assessments to identify potential risks and implement diversified supply chain strategies.,Active
RISK-4882d475,SUP-aa593ab7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-aa593ab7 is 0.,Implement dual sourcing strategy to reduce reliance on single suppliers.,Active
RISK-3612f425,SUP-aa593ab7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-aa593ab7 is 0.,Conduct quarterly financial health reviews to ensure suppliers maintain strong liquidity positions and timely payment processes.,Active
RISK-87b9add8,SUP-aa593ab7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-aa593ab7 is 0.,Implement tiered vendor contracts with mandatory compliance audits to reduce spend concentration risk.,Active
RISK-de8bf848,SUP-c69fbf81,Country Risk,30.0,Country Risk for supplier SUP-c69fbf81 is 30.,Diversify suppliers across at least three different countries to mitigate the impact of country-specific risks scoring below 50.,Active
RISK-f34faa74,SUP-c69fbf81,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c69fbf81 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-b1abb21b,SUP-c69fbf81,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c69fbf81 is 0.,Monitor the supplier's financial statements regularly to ensure solvency and cash flow stability.,Active
RISK-579d3a6c,SUP-c69fbf81,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c69fbf81 is 0.,Implement diversified supplier base to reduce spend concentration risk.,Active
