invoiceNumber,supplierReference,dateCreated,paymentDueDate,totalPaymentDue,paymentStatus,late_payment_flag,poOrderNumber,glAccount,costCenter,invoiceText,postingDate
INV-14d96a99,4552162264050,2025-01-07 03:22:24,2025-03-05 03:22:24,33061.54,Approved,False,PO-803c164a14,GL-1015,CC-141,Invoice for PO PO-803c164a14,2025-01-14 03:22:24
INV-55178fa5,9827045727980,2025-01-05 03:22:24,2025-03-05 03:22:24,35524.03,Received,False,PO-803c164a14,GL-1116,CC-141,Invoice for PO PO-803c164a14,2025-01-10 03:22:24
INV-242750b2,9460878281665,2025-01-05 03:22:24,2025-03-05 03:22:24,28586.16,Approved,False,PO-803c164a14,GL-1009,CC-141,Invoice for PO PO-803c164a14,2025-01-11 03:22:24
INV-8f250bb4,5371822309769,2025-07-14 07:10:32,2025-08-09 07:10:32,46619.17,Approved,False,PO-80900fc01e,GL-1118,CC-109,Invoice for PO PO-80900fc01e,2025-07-13 07:10:32
INV-3c2b407a,0497139458206,2025-07-14 07:10:32,2025-08-09 07:10:32,49360.61,Paid,False,PO-80900fc01e,GL-1199,CC-109,Invoice for PO PO-80900fc01e,2025-07-15 07:10:32
INV-d7ecbe75,2600430952047,2025-07-11 07:10:32,2025-08-09 07:10:32,39426.76,Received,False,PO-80900fc01e,GL-1040,CC-109,Invoice for PO PO-80900fc01e,2025-07-19 07:10:32
INV-0be7d28f,9460521734517,2024-07-01 13:54:49,2024-09-27 13:54:49,41028.38,Paid,False,PO-80f1b3b157,GL-1183,CC-178,Invoice for PO PO-80f1b3b157,2024-07-04 13:54:49
INV-bc91c1a9,0040740664179,2024-07-04 13:54:49,2024-09-27 13:54:49,35781.61,Overdue,False,PO-80f1b3b157,GL-1182,CC-178,Invoice for PO PO-80f1b3b157,2024-07-03 13:54:49
INV-b4251498,5931572713034,2023-10-30 08:41:47,2024-01-27 08:41:47,152166.83,Approved,False,PO-811fdc2761,GL-1195,CC-110,Invoice for PO PO-811fdc2761,2023-10-30 08:41:47
INV-cd4f743f,3453799431048,2025-05-31 15:31:14,2025-07-26 15:31:14,26242.97,Received,False,PO-8178002d2e,GL-1046,CC-107,Invoice for PO PO-8178002d2e,2025-05-28 15:31:14
INV-b6a32aac,3738180820978,2025-05-29 15:31:14,2025-07-26 15:31:14,26718.45,Overdue,False,PO-8178002d2e,GL-1184,CC-107,Invoice for PO PO-8178002d2e,2025-05-30 15:31:14
INV-bd46975d,8351410552576,2024-10-04 13:41:40,2024-11-30 13:41:40,79912.45,Paid,False,PO-82d1650459,GL-1177,CC-171,Invoice for PO PO-82d1650459,2024-10-04 13:41:40
INV-00264b79,7575115376164,2025-03-17 09:17:05,2025-05-11 09:17:05,14948.83,Paid,True,PO-834172709a,GL-1155,CC-140,Invoice for PO PO-834172709a,2025-03-21 09:17:05
INV-c50d7b51,0726891522086,2025-03-16 09:17:05,2025-05-11 09:17:05,15911.2,Overdue,False,PO-834172709a,GL-1096,CC-140,Invoice for PO PO-834172709a,2025-03-16 09:17:05
INV-72fcf087,7024005715038,2025-03-15 09:17:05,2025-05-11 09:17:05,12672.89,Approved,False,PO-834172709a,GL-1087,CC-140,Invoice for PO PO-834172709a,2025-03-15 09:17:05
INV-56311277,9421753173857,2024-08-21 23:04:00,2024-10-16 23:04:00,55913.96,Rejected,False,PO-84b52b3b6c,GL-1158,CC-149,Invoice for PO PO-84b52b3b6c,2024-08-24 23:04:00
INV-787fd238,8250115186584,2024-02-10 00:03:59,2024-05-05 00:03:59,4140.7,Approved,False,PO-87264ca46b,GL-1083,CC-106,Invoice for PO PO-87264ca46b,2024-02-09 00:03:59
INV-9f972786,2968579805632,2024-02-07 00:03:59,2024-05-05 00:03:59,4310.3,Overdue,False,PO-87264ca46b,GL-1189,CC-106,Invoice for PO PO-87264ca46b,2024-02-11 00:03:59
INV-7519e192,7942827420414,2025-05-14 11:28:15,2025-07-09 11:28:15,10421.68,Approved,False,PO-8847e7c51f,GL-1020,CC-127,Invoice for PO PO-8847e7c51f,2025-05-11 11:28:15
INV-92c7df49,6762637893007,2025-05-14 11:28:15,2025-07-09 11:28:15,11485.57,Overdue,False,PO-8847e7c51f,GL-1173,CC-127,Invoice for PO PO-8847e7c51f,2025-05-14 11:28:15
INV-e83d37df,2342080109661,2025-05-14 11:28:15,2025-07-09 11:28:15,10921.87,Received,False,PO-8847e7c51f,GL-1020,CC-127,Invoice for PO PO-8847e7c51f,2025-05-16 11:28:15
INV-67cf1e3a,3666608902480,2025-02-17 11:45:21,2025-04-13 11:45:21,79375.36,Approved,False,PO-8871254a29,GL-1007,CC-101,Invoice for PO PO-8871254a29,2025-02-20 11:45:21
INV-3b850648,6281220394061,2025-02-14 11:45:21,2025-04-13 11:45:21,67686.41,Paid,False,PO-8871254a29,GL-1109,CC-101,Invoice for PO PO-8871254a29,2025-02-14 11:45:21
INV-496c0f4a,9830549985091,2024-03-29 05:55:19,2024-06-23 05:55:19,88820.66,Received,False,PO-88e545cff7,GL-1082,CC-127,Invoice for PO PO-88e545cff7,2024-04-02 05:55:19
INV-21a12e6b,7812893840372,2024-05-24 07:33:04,2024-08-18 07:33:04,39624.11,Approved,False,PO-8a66e47323,GL-1182,CC-114,Invoice for PO PO-8a66e47323,2024-05-30 07:33:04
INV-a19979e5,9902797592144,2024-05-21 07:33:04,2024-08-18 07:33:04,38101.62,Received,False,PO-8a66e47323,GL-1036,CC-114,Invoice for PO PO-8a66e47323,2024-05-26 07:33:04
INV-39344a0d,0526967233201,2024-05-23 07:33:04,2024-08-18 07:33:04,36724.36,Approved,False,PO-8a66e47323,GL-1022,CC-114,Invoice for PO PO-8a66e47323,2024-05-27 07:33:04
INV-10c422ce,3689916517054,2025-04-14 13:38:34,2025-07-08 13:38:34,65530.69,Approved,False,PO-8a66f9a033,GL-1041,CC-121,Invoice for PO PO-8a66f9a033,2025-04-11 13:38:34
INV-d1da7580,2731241437383,2025-04-13 13:38:34,2025-07-08 13:38:34,58248.06,Paid,False,PO-8a66f9a033,GL-1139,CC-121,Invoice for PO PO-8a66f9a033,2025-04-18 13:38:34
INV-56e7074a,9588653051606,2023-12-28 11:38:08,2024-01-24 11:38:08,69917.54,Received,False,PO-8b7241e004,GL-1025,CC-148,Invoice for PO PO-8b7241e004,2023-12-26 11:38:08
INV-a248fd58,4948813367827,2023-12-27 11:38:08,2024-01-24 11:38:08,62100.78,Overdue,False,PO-8b7241e004,GL-1067,CC-148,Invoice for PO PO-8b7241e004,2023-12-27 11:38:08
INV-0fa990f3,6629546565558,2024-06-22 05:28:53,2024-08-19 05:28:53,70883.54,Approved,False,PO-8c53d4780f,GL-1149,CC-104,Invoice for PO PO-8c53d4780f,2024-06-24 05:28:53
INV-9938119c,8883235597857,2024-06-23 05:28:53,2024-08-19 05:28:53,77752.97,Overdue,False,PO-8c53d4780f,GL-1073,CC-104,Invoice for PO PO-8c53d4780f,2024-06-28 05:28:53
INV-34b43bc8,7960637025018,2025-05-19 14:22:45,2025-06-15 14:22:45,33542.91,Paid,True,PO-8d031bb0ef,GL-1141,CC-141,Invoice for PO PO-8d031bb0ef,2025-05-18 14:22:45
INV-1c04b626,7278646207234,2025-05-17 14:22:45,2025-06-15 14:22:45,36156.75,Approved,False,PO-8d031bb0ef,GL-1118,CC-141,Invoice for PO PO-8d031bb0ef,2025-05-20 14:22:45
INV-e8923560,4010544793371,2024-07-01 23:08:52,2024-09-25 23:08:52,8124.65,Paid,False,PO-8d051727d4,GL-1018,CC-157,Invoice for PO PO-8d051727d4,2024-07-04 23:08:52
INV-8a546806,0771389004193,2024-06-29 23:08:52,2024-09-25 23:08:52,7762.15,Received,False,PO-8d051727d4,GL-1078,CC-157,Invoice for PO PO-8d051727d4,2024-07-01 23:08:52
INV-9e5864a9,4515449292986,2024-06-28 23:08:52,2024-09-25 23:08:52,9051.34,Approved,False,PO-8d051727d4,GL-1199,CC-157,Invoice for PO PO-8d051727d4,2024-07-04 23:08:52
INV-67365904,8845030399265,2025-01-16 19:25:42,2025-03-15 19:25:42,53677.06,Overdue,False,PO-8da897421d,GL-1085,CC-152,Invoice for PO PO-8da897421d,2025-01-21 19:25:42
INV-f6c9b623,6041691535000,2025-01-15 19:25:42,2025-03-15 19:25:42,61051.73,Received,False,PO-8da897421d,GL-1191,CC-152,Invoice for PO PO-8da897421d,2025-01-22 19:25:42
INV-ab2c8c40,7408589781144,2024-03-14 10:52:24,2024-06-08 10:52:24,27267.91,Approved,False,PO-8f035d2374,GL-1055,CC-139,Invoice for PO PO-8f035d2374,2024-03-15 10:52:24
INV-2c407cdb,0414586744935,2024-03-03 08:06:50,2024-04-01 08:06:50,28475.11,Received,False,PO-9502e7d3da,GL-1172,CC-180,Invoice for PO PO-9502e7d3da,2024-03-10 08:06:50
INV-e003862e,0954631044028,2024-03-04 08:06:50,2024-04-01 08:06:50,28184.79,Rejected,False,PO-9502e7d3da,GL-1090,CC-180,Invoice for PO PO-9502e7d3da,2024-03-04 08:06:50
INV-728bd9f8,6980236816009,2024-01-12 18:53:28,2024-02-06 18:53:28,63672.24,Approved,False,PO-96349376d3,GL-1060,CC-160,Invoice for PO PO-96349376d3,2024-01-12 18:53:28
INV-0e9fc79e,2186464350825,2024-01-11 18:53:28,2024-02-06 18:53:28,73495.36,Rejected,False,PO-96349376d3,GL-1110,CC-160,Invoice for PO PO-96349376d3,2024-01-14 18:53:28
INV-99743a32,3011848380985,2025-06-26 16:13:27,2025-07-21 16:13:27,141529.12,Overdue,False,PO-9796a09966,GL-1003,CC-173,Invoice for PO PO-9796a09966,2025-07-01 16:13:27
INV-36db688d,2772527701408,2025-03-12 19:25:27,2025-04-09 19:25:27,107433.53,Received,False,PO-979acc6545,GL-1143,CC-160,Invoice for PO PO-979acc6545,2025-03-12 19:25:27
INV-68da76bc,5876621860348,2025-03-14 19:25:27,2025-04-09 19:25:27,92435.19,Approved,False,PO-979acc6545,GL-1054,CC-160,Invoice for PO PO-979acc6545,2025-03-15 19:25:27
INV-edfd8bd4,0746734140901,2025-03-03 07:13:18,2025-04-28 07:13:18,115063.83,Approved,False,PO-9aa2187474,GL-1175,CC-155,Invoice for PO PO-9aa2187474,2025-03-01 07:13:18
INV-c9d39ea1,2577618075051,2025-01-17 04:26:36,2025-02-14 04:26:36,71925.96,Approved,False,PO-9aeef1fbba,GL-1100,CC-173,Invoice for PO PO-9aeef1fbba,2025-01-19 04:26:36
INV-27c4e818,3201324734634,2024-06-06 21:25:13,2024-07-02 21:25:13,33933.46,Approved,False,PO-9dd9a67a8c,GL-1146,CC-107,Invoice for PO PO-9dd9a67a8c,2024-06-09 21:25:13
INV-17af67d3,6826358581503,2024-06-03 21:25:13,2024-07-02 21:25:13,28809.08,Received,False,PO-9dd9a67a8c,GL-1061,CC-107,Invoice for PO PO-9dd9a67a8c,2024-06-05 21:25:13
INV-79a5a6e6,0667635650354,2025-01-24 05:43:03,2025-02-21 05:43:03,68658.5,Paid,False,PO-9f74a588c4,GL-1113,CC-175,Invoice for PO PO-9f74a588c4,2025-01-28 05:43:03
INV-627e80a5,1124351981449,2025-01-23 05:43:03,2025-02-21 05:43:03,74323.26,Paid,False,PO-9f74a588c4,GL-1036,CC-175,Invoice for PO PO-9f74a588c4,2025-01-26 05:43:03
INV-9953a871,9334752139246,2024-10-01 13:55:10,2024-11-27 13:55:10,101818.04,Rejected,False,PO-a0c7f792fc,GL-1059,CC-172,Invoice for PO PO-a0c7f792fc,2024-10-06 13:55:10
INV-d3a3812d,8434171553492,2024-02-06 12:10:15,2024-05-02 12:10:15,9847.97,Received,False,PO-a1b2c74ee4,GL-1190,CC-102,Invoice for PO PO-a1b2c74ee4,2024-02-11 12:10:15
INV-6b59ae7f,0378505115940,2024-02-07 12:10:15,2024-05-02 12:10:15,10256.83,Rejected,False,PO-a1b2c74ee4,GL-1181,CC-102,Invoice for PO PO-a1b2c74ee4,2024-02-06 12:10:15
INV-b70c6fb9,6981860459556,2024-02-06 12:10:15,2024-05-02 12:10:15,10007.37,Received,False,PO-a1b2c74ee4,GL-1100,CC-102,Invoice for PO PO-a1b2c74ee4,2024-02-12 12:10:15
INV-cfc2386a,8776170580414,2024-06-27 15:52:27,2024-08-24 15:52:27,5400.09,Approved,False,PO-a1d4eee09e,GL-1199,CC-131,Invoice for PO PO-a1d4eee09e,2024-07-01 15:52:27
INV-80bd9c06,4066185152497,2024-06-26 15:52:27,2024-08-24 15:52:27,5652.85,Paid,False,PO-a1d4eee09e,GL-1167,CC-131,Invoice for PO PO-a1d4eee09e,2024-06-26 15:52:27
INV-d123d7b8,1748883443260,2024-06-30 15:52:27,2024-08-24 15:52:27,5196.29,Received,False,PO-a1d4eee09e,GL-1119,CC-131,Invoice for PO PO-a1d4eee09e,2024-07-02 15:52:27
INV-99a4c920,3129465408606,2025-02-21 10:36:33,2025-04-21 10:36:33,7802.56,Approved,False,PO-a389e1681b,GL-1181,CC-109,Invoice for PO PO-a389e1681b,2025-02-25 10:36:33
INV-11751cce,9229265563216,2025-02-24 10:36:33,2025-04-21 10:36:33,8584.86,Received,False,PO-a389e1681b,GL-1016,CC-109,Invoice for PO PO-a389e1681b,2025-02-22 10:36:33
INV-36c3f8e6,2310577823710,2025-02-21 10:36:33,2025-04-21 10:36:33,7790.71,Received,False,PO-a389e1681b,GL-1020,CC-109,Invoice for PO PO-a389e1681b,2025-03-02 10:36:33
INV-c48ce319,8623264411584,2024-06-23 17:31:42,2024-09-17 17:31:42,34189.77,Overdue,False,PO-a3bef290c9,GL-1144,CC-108,Invoice for PO PO-a3bef290c9,2024-06-28 17:31:42
INV-63f1d540,5321160531735,2024-06-23 17:31:42,2024-09-17 17:31:42,37363.06,Paid,False,PO-a3bef290c9,GL-1016,CC-108,Invoice for PO PO-a3bef290c9,2024-06-27 17:31:42
INV-25c4449f,0683249629685,2024-07-19 10:07:46,2024-08-17 10:07:46,44708.07,Paid,False,PO-a3d4732baf,GL-1002,CC-109,Invoice for PO PO-a3d4732baf,2024-07-24 10:07:46
INV-1d0b27fd,5238985161941,2024-01-12 19:43:26,2024-03-08 19:43:26,43831.87,Approved,False,PO-a50be507b6,GL-1110,CC-147,Invoice for PO PO-a50be507b6,2024-01-11 19:43:26
INV-9692fc4c,7197679191504,2024-01-13 19:43:26,2024-03-08 19:43:26,40122.1,Rejected,False,PO-a50be507b6,GL-1008,CC-147,Invoice for PO PO-a50be507b6,2024-01-09 19:43:26
INV-e26e4e43,9454476230156,2025-04-30 08:43:03,2025-06-27 08:43:03,156219.54,Received,False,PO-a5d6045e75,GL-1014,CC-108,Invoice for PO PO-a5d6045e75,2025-05-06 08:43:03
INV-18f0d95b,2078075562721,2024-02-10 00:00:11,2024-03-08 00:00:11,14699.96,Approved,False,PO-a6b73e5805,GL-1088,CC-153,Invoice for PO PO-a6b73e5805,2024-02-08 00:00:11
INV-a689e6ff,6594062837161,2024-02-09 00:00:11,2024-03-08 00:00:11,13525.9,Paid,False,PO-a6b73e5805,GL-1088,CC-153,Invoice for PO PO-a6b73e5805,2024-02-08 00:00:11
INV-bd10db6b,0457606822305,2024-02-11 00:00:11,2024-03-08 00:00:11,15826.22,Approved,False,PO-a6b73e5805,GL-1160,CC-153,Invoice for PO PO-a6b73e5805,2024-02-15 00:00:11
INV-c442e18d,4552165428848,2024-05-20 21:24:55,2024-08-16 21:24:55,32421.67,Approved,False,PO-a6baa843e7,GL-1139,CC-145,Invoice for PO PO-a6baa843e7,2024-05-19 21:24:55
INV-5dfb5aa7,5625610021907,2024-05-21 21:24:55,2024-08-16 21:24:55,38114.26,Received,False,PO-a6baa843e7,GL-1072,CC-145,Invoice for PO PO-a6baa843e7,2024-05-24 21:24:55
INV-0b249843,2665628517330,2024-05-21 21:24:55,2024-08-16 21:24:55,36103.52,Overdue,False,PO-a6baa843e7,GL-1160,CC-145,Invoice for PO PO-a6baa843e7,2024-05-22 21:24:55
INV-af56793f,6923341296335,2025-10-14 17:24:09,2025-11-08 17:24:09,4178.52,Approved,False,PO-a709c264ca,GL-1088,CC-168,Invoice for PO PO-a709c264ca,2025-10-13 17:24:09
INV-000c82ff,0183912524892,2025-06-04 04:49:54,2025-07-29 04:49:54,83762.29,Overdue,False,PO-a88f97be6e,GL-1063,CC-125,Invoice for PO PO-a88f97be6e,2025-06-09 04:49:54
INV-3d0b0023,7894921642004,2024-11-06 23:59:19,2025-01-30 23:59:19,11202.35,Paid,False,PO-a892825eb9,GL-1049,CC-148,Invoice for PO PO-a892825eb9,2024-11-03 23:59:19
INV-85af3605,5486377234562,2024-11-06 23:59:19,2025-01-30 23:59:19,12345.35,Approved,False,PO-a892825eb9,GL-1058,CC-148,Invoice for PO PO-a892825eb9,2024-11-02 23:59:19
INV-3b2069b2,2202884347211,2024-01-19 05:44:29,2024-03-14 05:44:29,3221.48,Overdue,False,PO-a9c8127b5d,GL-1074,CC-106,Invoice for PO PO-a9c8127b5d,2024-01-18 05:44:29
INV-d988d986,4264480471569,2024-01-19 05:44:29,2024-03-14 05:44:29,3858.11,Paid,False,PO-a9c8127b5d,GL-1171,CC-106,Invoice for PO PO-a9c8127b5d,2024-01-23 05:44:29
INV-6d2ad66b,8521093747938,2025-08-25 09:42:11,2025-11-21 09:42:11,6402.85,Received,False,PO-aa929086f3,GL-1010,CC-139,Invoice for PO PO-aa929086f3,2025-09-02 09:42:11
INV-de61ab15,0579627728173,2025-08-28 09:42:11,2025-11-21 09:42:11,6418.31,Scheduled for Payment,False,PO-aa929086f3,GL-1101,CC-139,Invoice for PO PO-aa929086f3,2025-09-02 09:42:11
INV-b02e9b49,2996535171118,2025-08-24 09:42:11,2025-11-21 09:42:11,4919.45,Paid,False,PO-aa929086f3,GL-1005,CC-139,Invoice for PO PO-aa929086f3,2025-08-26 09:42:11
INV-3a7df69d,4391249938473,2025-04-26 05:14:07,2025-06-24 05:14:07,108275.07,Overdue,False,PO-ab1f593b31,GL-1166,CC-150,Invoice for PO PO-ab1f593b31,2025-04-27 05:14:07
INV-bbc82d4e,3101076749705,2023-10-20 10:51:17,2023-11-18 10:51:17,38707.31,Approved,False,PO-ab27f81040,GL-1183,CC-102,Invoice for PO PO-ab27f81040,2023-10-24 10:51:17
INV-3eb40672,4777527240900,2023-10-20 10:51:17,2023-11-18 10:51:17,38130.93,Received,False,PO-ab27f81040,GL-1068,CC-102,Invoice for PO PO-ab27f81040,2023-10-21 10:51:17
INV-0edee78d,7460732230466,2024-12-25 10:21:42,2025-02-22 10:21:42,80958.6,Paid,False,PO-ab8c44ef04,GL-1006,CC-147,Invoice for PO PO-ab8c44ef04,2024-12-31 10:21:42
INV-dc03f60f,7302508217670,2024-03-15 10:38:40,2024-05-09 10:38:40,32328.43,Approved,False,PO-ac2815797e,GL-1022,CC-118,Invoice for PO PO-ac2815797e,2024-03-18 10:38:40
INV-64bf2945,4681579364364,2024-06-22 19:46:43,2024-08-18 19:46:43,171202.11,Paid,False,PO-aca3283aba,GL-1167,CC-115,Invoice for PO PO-aca3283aba,2024-06-29 19:46:43
INV-9969fd68,2739011831010,2024-09-30 07:22:36,2024-11-26 07:22:36,15883.18,Received,False,PO-adf46db844,GL-1036,CC-159,Invoice for PO PO-adf46db844,2024-10-05 07:22:36
INV-5c5a79e8,2592691062026,2024-10-02 07:22:36,2024-11-26 07:22:36,18635.16,Approved,False,PO-adf46db844,GL-1124,CC-159,Invoice for PO PO-adf46db844,2024-10-03 07:22:36
INV-a93e6017,7883123560780,2024-09-29 07:22:36,2024-11-26 07:22:36,17995.62,Received,False,PO-adf46db844,GL-1003,CC-159,Invoice for PO PO-adf46db844,2024-09-28 07:22:36
INV-e8f4e845,4064613929901,2024-07-05 21:26:46,2024-08-02 21:26:46,97871.62,Overdue,False,PO-ae70830d07,GL-1117,CC-115,Invoice for PO PO-ae70830d07,2024-07-08 21:26:46
INV-05af7010,9621778479761,2024-10-16 06:55:27,2024-12-10 06:55:27,250940.02,Approved,False,PO-b08a79015b,GL-1074,CC-163,Invoice for PO PO-b08a79015b,2024-10-15 06:55:27
INV-6bdf4b0d,4244961095996,2025-02-19 10:01:42,2025-05-19 10:01:42,72884.13,Approved,False,PO-b233da0442,GL-1131,CC-150,Invoice for PO PO-b233da0442,2025-02-22 10:01:42
INV-fb5d0fb3,6422336059219,2025-04-06 23:15:35,2025-07-04 23:15:35,31046.34,Approved,False,PO-b377a0332f,GL-1181,CC-144,Invoice for PO PO-b377a0332f,2025-04-13 23:15:35
INV-76b84cc5,6302841406978,2025-04-09 23:15:35,2025-07-04 23:15:35,25907.04,Overdue,False,PO-b377a0332f,GL-1141,CC-144,Invoice for PO PO-b377a0332f,2025-04-12 23:15:35
INV-f2d49521,3306758606134,2025-04-07 23:41:41,2025-07-04 23:41:41,36074.32,Received,False,PO-b5a14c33aa,GL-1100,CC-130,Invoice for PO PO-b5a14c33aa,2025-04-12 23:41:41
INV-96ad4bb2,1501584650968,2025-04-06 23:41:41,2025-07-04 23:41:41,33823.76,Overdue,False,PO-b5a14c33aa,GL-1156,CC-130,Invoice for PO PO-b5a14c33aa,2025-04-11 23:41:41
INV-9e4594b8,0790475066761,2025-04-07 23:41:41,2025-07-04 23:41:41,33193.36,Paid,True,PO-b5a14c33aa,GL-1146,CC-130,Invoice for PO PO-b5a14c33aa,2025-04-13 23:41:41
INV-fdf08574,3415839922763,2024-08-30 01:34:51,2024-10-24 01:34:51,48080.26,Received,False,PO-b6f6242d12,GL-1004,CC-178,Invoice for PO PO-b6f6242d12,2024-09-04 01:34:51
INV-0729b0e2,0055918268806,2024-08-27 01:34:51,2024-10-24 01:34:51,40604.87,Paid,False,PO-b6f6242d12,GL-1119,CC-178,Invoice for PO PO-b6f6242d12,2024-08-27 01:34:51
INV-f0050c0d,8194988183687,2024-12-21 04:24:03,2025-03-19 04:24:03,7347.7,Paid,False,PO-b6fb21325b,GL-1179,CC-129,Invoice for PO PO-b6fb21325b,2024-12-23 04:24:03
INV-05c1f00d,8111988012007,2024-06-21 01:00:00,2024-09-16 01:00:00,50975.97,Paid,False,PO-b806f83d60,GL-1034,CC-153,Invoice for PO PO-b806f83d60,2024-06-23 01:00:00
INV-1cf38ddf,1867131708415,2024-06-22 01:00:00,2024-09-16 01:00:00,43791.26,Overdue,False,PO-b806f83d60,GL-1168,CC-153,Invoice for PO PO-b806f83d60,2024-06-24 01:00:00
INV-905fd921,2821802666526,2024-06-20 01:00:00,2024-09-16 01:00:00,46171.8,Approved,False,PO-b806f83d60,GL-1118,CC-153,Invoice for PO PO-b806f83d60,2024-06-23 01:00:00
INV-16ee89b2,5848277409202,2024-06-01 19:05:07,2024-06-28 19:05:07,32211.64,Overdue,False,PO-b90c7b91b5,GL-1094,CC-166,Invoice for PO PO-b90c7b91b5,2024-06-01 19:05:07
INV-e493cd08,2965749805355,2024-05-31 19:05:07,2024-06-28 19:05:07,33306.24,Approved,False,PO-b90c7b91b5,GL-1090,CC-166,Invoice for PO PO-b90c7b91b5,2024-05-30 19:05:07
INV-65ccc93d,6009102991500,2024-05-31 19:05:07,2024-06-28 19:05:07,41832.82,Paid,False,PO-b90c7b91b5,GL-1140,CC-166,Invoice for PO PO-b90c7b91b5,2024-06-07 19:05:07
INV-68ba0b6d,2150534319111,2025-05-02 04:54:13,2025-06-30 04:54:13,19896.72,Approved,False,PO-b9689c18c3,GL-1127,CC-119,Invoice for PO PO-b9689c18c3,2025-05-11 04:54:13
INV-65107a6f,7926994434566,2025-05-03 04:54:13,2025-06-30 04:54:13,20141.53,Approved,False,PO-b9689c18c3,GL-1153,CC-119,Invoice for PO PO-b9689c18c3,2025-05-03 04:54:13
INV-58af7aeb,0301933658741,2025-05-03 04:54:13,2025-06-30 04:54:13,22625.44,Paid,False,PO-b9689c18c3,GL-1181,CC-119,Invoice for PO PO-b9689c18c3,2025-05-08 04:54:13
INV-0af56653,7137482807490,2024-10-25 02:53:13,2025-01-19 02:53:13,19838.34,Paid,False,PO-ba80400d94,GL-1092,CC-159,Invoice for PO PO-ba80400d94,2024-10-29 02:53:13
INV-780a1a8f,7704442076083,2024-10-23 02:53:13,2025-01-19 02:53:13,19596.61,Rejected,False,PO-ba80400d94,GL-1036,CC-159,Invoice for PO PO-ba80400d94,2024-10-27 02:53:13
INV-013099d4,6260510607104,2024-10-24 02:53:13,2025-01-19 02:53:13,25734.57,Approved,False,PO-ba80400d94,GL-1088,CC-159,Invoice for PO PO-ba80400d94,2024-10-23 02:53:13
INV-68f2eb8d,9240205457815,2024-11-23 07:30:07,2024-12-19 07:30:07,21331.97,Received,False,PO-ba84bbd64f,GL-1022,CC-152,Invoice for PO PO-ba84bbd64f,2024-11-28 07:30:07
INV-9998273e,9082125963218,2024-11-21 07:30:07,2024-12-19 07:30:07,24270.52,Paid,False,PO-ba84bbd64f,GL-1085,CC-152,Invoice for PO PO-ba84bbd64f,2024-11-23 07:30:07
INV-f2382757,7742797003682,2024-11-22 07:30:07,2024-12-19 07:30:07,21791.41,Received,False,PO-ba84bbd64f,GL-1133,CC-152,Invoice for PO PO-ba84bbd64f,2024-11-20 07:30:07
INV-66e7f4fa,6735598466177,2024-04-02 09:47:27,2024-06-26 09:47:27,53157.07,Approved,False,PO-bd9a92444c,GL-1129,CC-167,Invoice for PO PO-bd9a92444c,2024-03-31 09:47:27
INV-d184d017,6608762168347,2024-10-09 12:53:11,2025-01-03 12:53:11,26628.97,Overdue,False,PO-beb430b6f6,GL-1026,CC-168,Invoice for PO PO-beb430b6f6,2024-10-15 12:53:11
INV-d8016072,1870324535101,2024-10-07 12:53:11,2025-01-03 12:53:11,27533.57,Approved,False,PO-beb430b6f6,GL-1015,CC-168,Invoice for PO PO-beb430b6f6,2024-10-10 12:53:11
INV-5b4e93de,6438577558503,2024-10-08 12:53:11,2025-01-03 12:53:11,24164.56,Approved,False,PO-beb430b6f6,GL-1096,CC-168,Invoice for PO PO-beb430b6f6,2024-10-14 12:53:11
INV-de137481,6017961355166,2025-02-07 18:56:48,2025-03-04 18:56:48,23618.0,Approved,False,PO-bf249426ab,GL-1178,CC-121,Invoice for PO PO-bf249426ab,2025-02-12 18:56:48
INV-95018483,9553389343639,2025-02-06 18:56:48,2025-03-04 18:56:48,24069.76,Paid,False,PO-bf249426ab,GL-1072,CC-121,Invoice for PO PO-bf249426ab,2025-02-09 18:56:48
INV-711bd82e,8288495222578,2025-02-03 18:56:48,2025-03-04 18:56:48,28120.92,Approved,False,PO-bf249426ab,GL-1046,CC-121,Invoice for PO PO-bf249426ab,2025-02-08 18:56:48
INV-3d9b9903,5479457709180,2025-10-02 04:38:09,2025-11-27 04:38:09,105039.81,Scheduled for Payment,False,PO-bf61a483ab,GL-1087,CC-158,Invoice for PO PO-bf61a483ab,2025-10-07 04:38:09
INV-67fc588a,5932723112812,2025-08-05 11:45:00,2025-09-03 11:45:00,26533.04,Approved,False,PO-c01ced5d86,GL-1010,CC-174,Invoice for PO PO-c01ced5d86,2025-08-08 11:45:00
INV-ecdc6687,6318267334900,2025-08-09 11:45:00,2025-09-03 11:45:00,22937.92,Paid,False,PO-c01ced5d86,GL-1055,CC-174,Invoice for PO PO-c01ced5d86,2025-08-05 11:45:00
INV-ab8fe6e2,1546290646140,2025-05-10 04:54:27,2025-07-07 04:54:27,18807.52,Approved,False,PO-c2a0cf1c7f,GL-1015,CC-101,Invoice for PO PO-c2a0cf1c7f,2025-05-14 04:54:27
INV-79d32164,5022880084784,2025-05-11 04:54:27,2025-07-07 04:54:27,21240.89,Overdue,False,PO-c2a0cf1c7f,GL-1042,CC-101,Invoice for PO PO-c2a0cf1c7f,2025-05-14 04:54:27
